Var1	Var2	sharing
Alasoo_2018.macrophage_IFNg	Alasoo_2018.macrophage_IFNg	1
Alasoo_2018.macrophage_IFNg+Salmonella	Alasoo_2018.macrophage_IFNg	0.8858582135397469
Alasoo_2018.macrophage_naive	Alasoo_2018.macrophage_IFNg	0.9248093422306959
Alasoo_2018.macrophage_Salmonella	Alasoo_2018.macrophage_IFNg	0.9302008430448797
BLUEPRINT_PE.T-cell	Alasoo_2018.macrophage_IFNg	0.49868852459016394
BLUEPRINT_SE.monocyte	Alasoo_2018.macrophage_IFNg	0.43460719488961114
BLUEPRINT_SE.neutrophil	Alasoo_2018.macrophage_IFNg	0.3031264159492524
BrainSeq.brain	Alasoo_2018.macrophage_IFNg	0.41553820302461203
FUSION.adipose_naive	Alasoo_2018.macrophage_IFNg	0.5021547685965898
FUSION.muscle_naive	Alasoo_2018.macrophage_IFNg	0.49279538904899134
GENCORD.fibroblast	Alasoo_2018.macrophage_IFNg	0.56144247038917094
GENCORD.LCL	Alasoo_2018.macrophage_IFNg	0.6023550724637681
GENCORD.T-cell	Alasoo_2018.macrophage_IFNg	0.5522129639649389
GEUVADIS.LCL	Alasoo_2018.macrophage_IFNg	0.6592905212729554
GTExV8.adipose_subcutaneous	Alasoo_2018.macrophage_IFNg	0.4983824928639391
GTExV8.adipose_visceral	Alasoo_2018.macrophage_IFNg	0.5141769743101808
GTExV8.adrenal_gland	Alasoo_2018.macrophage_IFNg	0.507249088017959
GTExV8.artery_aorta	Alasoo_2018.macrophage_IFNg	0.4940662679198709
GTExV8.artery_coronary	Alasoo_2018.macrophage_IFNg	0.49625485920166873
GTExV8.artery_tibial	Alasoo_2018.macrophage_IFNg	0.4931350114416476
GTExV8.blood	Alasoo_2018.macrophage_IFNg	0.468080766877422
GTExV8.brain_amygdala	Alasoo_2018.macrophage_IFNg	0.419896514692961
GTExV8.brain_anterior_cingulate_cortex	Alasoo_2018.macrophage_IFNg	0.4161192273752329
GTExV8.brain_caudate	Alasoo_2018.macrophage_IFNg	0.4190540934252695
GTExV8.brain_cerebellar_hemisphere	Alasoo_2018.macrophage_IFNg	0.38972286374133946
GTExV8.brain_cerebellum	Alasoo_2018.macrophage_IFNg	0.39396840593585447
GTExV8.brain_cortex	Alasoo_2018.macrophage_IFNg	0.4120798830979055
GTExV8.brain_frontal_cortex	Alasoo_2018.macrophage_IFNg	0.420052873788309
GTExV8.brain_hippocampus	Alasoo_2018.macrophage_IFNg	0.42071449430546093
GTExV8.brain_hypothalamus	Alasoo_2018.macrophage_IFNg	0.42675344861084125
GTExV8.brain_nucleus_accumbens	Alasoo_2018.macrophage_IFNg	0.41691872377792955
GTExV8.brain_putamen	Alasoo_2018.macrophage_IFNg	0.426901723970001
GTExV8.brain_spinal_cord	Alasoo_2018.macrophage_IFNg	0.45460639724190766
GTExV8.brain_substantia_nigra	Alasoo_2018.macrophage_IFNg	0.4382435438630429
GTExV8.breast	Alasoo_2018.macrophage_IFNg	0.49296310384176495
GTExV8.colon_sigmoid	Alasoo_2018.macrophage_IFNg	0.47628439936132244
GTExV8.colon_transverse	Alasoo_2018.macrophage_IFNg	0.5020766471587691
GTExV8.esophagus_gej	Alasoo_2018.macrophage_IFNg	0.4774485752028685
GTExV8.esophagus_mucosa	Alasoo_2018.macrophage_IFNg	0.49696797422778094
GTExV8.esophagus_muscularis	Alasoo_2018.macrophage_IFNg	0.4823163255682354
GTExV8.fibroblast	Alasoo_2018.macrophage_IFNg	0.5728446981075398
GTExV8.heart_atrial_appendage	Alasoo_2018.macrophage_IFNg	0.4812142790218308
GTExV8.heart_left_ventricle	Alasoo_2018.macrophage_IFNg	0.482139517486441
GTExV8.kidney_cortex	Alasoo_2018.macrophage_IFNg	0.47479462285287527
GTExV8.LCL	Alasoo_2018.macrophage_IFNg	0.6369693713057496
GTExV8.liver	Alasoo_2018.macrophage_IFNg	0.49760225669957686
GTExV8.lung	Alasoo_2018.macrophage_IFNg	0.49167538768908764
GTExV8.minor_salivary_gland	Alasoo_2018.macrophage_IFNg	0.49036544850498337
GTExV8.muscle	Alasoo_2018.macrophage_IFNg	0.5126648325585808
GTExV8.nerve_tibial	Alasoo_2018.macrophage_IFNg	0.46122717861848295
GTExV8.ovary	Alasoo_2018.macrophage_IFNg	0.4644500798346952
GTExV8.pancreas	Alasoo_2018.macrophage_IFNg	0.4868927933853237
GTExV8.pituitary	Alasoo_2018.macrophage_IFNg	0.44170236543117897
GTExV8.prostate	Alasoo_2018.macrophage_IFNg	0.45668849391955096
GTExV8.skin_not_sun_exposed	Alasoo_2018.macrophage_IFNg	0.4746793349168646
GTExV8.skin_sun_exposed	Alasoo_2018.macrophage_IFNg	0.4752851711026616
GTExV8.small_intestine	Alasoo_2018.macrophage_IFNg	0.5018910741301059
GTExV8.spleen	Alasoo_2018.macrophage_IFNg	0.48522213855421686
GTExV8.stomach	Alasoo_2018.macrophage_IFNg	0.49561196565065585
GTExV8.testis	Alasoo_2018.macrophage_IFNg	0.4390877062859262
GTExV8.thyroid	Alasoo_2018.macrophage_IFNg	0.46319535493538116
GTExV8.uterus	Alasoo_2018.macrophage_IFNg	0.4693318211889235
GTExV8.vagina	Alasoo_2018.macrophage_IFNg	0.4824935952177626
HipSci.iPSC	Alasoo_2018.macrophage_IFNg	0.6055035892973678
Lepik_2017.blood	Alasoo_2018.macrophage_IFNg	0.60347415826721
Nedelec_2016.macrophage_Listeria	Alasoo_2018.macrophage_IFNg	0.4882951052258217
Nedelec_2016.macrophage_naive	Alasoo_2018.macrophage_IFNg	0.506108003196712
Nedelec_2016.macrophage_Salmonella	Alasoo_2018.macrophage_IFNg	0.4809242989529426
Quach_2016.monocyte_IAV	Alasoo_2018.macrophage_IFNg	0.42213995700979223
Quach_2016.monocyte_LPS	Alasoo_2018.macrophage_IFNg	0.4735206216377765
Quach_2016.monocyte_naive	Alasoo_2018.macrophage_IFNg	0.4985134974432156
Quach_2016.monocyte_Pam3CSK4	Alasoo_2018.macrophage_IFNg	0.4779956948098541
Quach_2016.monocyte_R848	Alasoo_2018.macrophage_IFNg	0.46491858237547895
ROSMAP.brain_naive	Alasoo_2018.macrophage_IFNg	0.401809684796659
Schmiedel_2018.B-cell_naive	Alasoo_2018.macrophage_IFNg	0.2978221823080377
Schmiedel_2018.CD4_T-cell_anti-CD3-CD28	Alasoo_2018.macrophage_IFNg	0.35568969371786274
Schmiedel_2018.CD4_T-cell_naive	Alasoo_2018.macrophage_IFNg	0.3256100291023058
Schmiedel_2018.CD8_T-cell_anti-CD3-CD28	Alasoo_2018.macrophage_IFNg	0.3675108780542229
Schmiedel_2018.CD8_T-cell_naive	Alasoo_2018.macrophage_IFNg	0.3251959686450168
Schmiedel_2018.monocyte_CD16_naive	Alasoo_2018.macrophage_IFNg	0.337204108977222
Schmiedel_2018.monocyte_naive	Alasoo_2018.macrophage_IFNg	0.35267857142857145
Schmiedel_2018.NK-cell_naive	Alasoo_2018.macrophage_IFNg	0.3206132497761862
Schmiedel_2018.Tfh_memory	Alasoo_2018.macrophage_IFNg	0.33798882681564246
Schmiedel_2018.Th1_memory	Alasoo_2018.macrophage_IFNg	0.33199150173319913
Schmiedel_2018.Th1-17_memory	Alasoo_2018.macrophage_IFNg	0.322334455667789
Schmiedel_2018.Th17_memory	Alasoo_2018.macrophage_IFNg	0.3332960143304971
Schmiedel_2018.Th2_memory	Alasoo_2018.macrophage_IFNg	0.32346675636282096
Schmiedel_2018.Treg_memory	Alasoo_2018.macrophage_IFNg	0.3328860561332886
Schmiedel_2018.Treg_naive	Alasoo_2018.macrophage_IFNg	0.33653846153846156
Schwartzentruber_2018.sensory_neuron	Alasoo_2018.macrophage_IFNg	0.5747079735906552
TwinsUK.blood	Alasoo_2018.macrophage_IFNg	0.4671031447890952
TwinsUK.fat	Alasoo_2018.macrophage_IFNg	0.4985469204087372
TwinsUK.LCL	Alasoo_2018.macrophage_IFNg	0.5570868347338935
TwinsUK.skin	Alasoo_2018.macrophage_IFNg	0.46030850263355905
van_de_Bunt_2015.pancreatic_islet	Alasoo_2018.macrophage_IFNg	0.5186341278849792
Alasoo_2018.macrophage_IFNg	Alasoo_2018.macrophage_IFNg+Salmonella	0.8858582135397469
Alasoo_2018.macrophage_IFNg+Salmonella	Alasoo_2018.macrophage_IFNg+Salmonella	1
Alasoo_2018.macrophage_naive	Alasoo_2018.macrophage_IFNg+Salmonella	0.7529508005141989
Alasoo_2018.macrophage_Salmonella	Alasoo_2018.macrophage_IFNg+Salmonella	0.9340025094102886
BLUEPRINT_PE.T-cell	Alasoo_2018.macrophage_IFNg+Salmonella	0.4480247186051644
BLUEPRINT_SE.monocyte	Alasoo_2018.macrophage_IFNg+Salmonella	0.42551732022407684
BLUEPRINT_SE.neutrophil	Alasoo_2018.macrophage_IFNg+Salmonella	0.3034282393957002
BrainSeq.brain	Alasoo_2018.macrophage_IFNg+Salmonella	0.3829195630585899
