Var1	Var2	sharing
Alasoo_2018.macrophage_IFNg	Alasoo_2018.macrophage_IFNg	1
Alasoo_2018.macrophage_IFNg+Salmonella	Alasoo_2018.macrophage_IFNg	0.7841973543081874
Alasoo_2018.macrophage_naive	Alasoo_2018.macrophage_IFNg	0.9250440327291374
Alasoo_2018.macrophage_Salmonella	Alasoo_2018.macrophage_IFNg	0.8354149783095771
BLUEPRINT_PE.T-cell	Alasoo_2018.macrophage_IFNg	0.30039319618534527
BLUEPRINT_SE.monocyte	Alasoo_2018.macrophage_IFNg	0.4058447488584475
BLUEPRINT_SE.neutrophil	Alasoo_2018.macrophage_IFNg	0.23984728313978593
BrainSeq.brain	Alasoo_2018.macrophage_IFNg	0.270961391667671
FUSION.adipose_naive	Alasoo_2018.macrophage_IFNg	0.3427516816248524
FUSION.muscle_naive	Alasoo_2018.macrophage_IFNg	0.3093035401201179
GENCORD.fibroblast	Alasoo_2018.macrophage_IFNg	0.4100009561143513
GENCORD.LCL	Alasoo_2018.macrophage_IFNg	0.42424373192940057
GENCORD.T-cell	Alasoo_2018.macrophage_IFNg	0.4158527025022777
GEUVADIS.LCL	Alasoo_2018.macrophage_IFNg	0.37504848093083387
GTExV8.adipose_subcutaneous	Alasoo_2018.macrophage_IFNg	0.33834743351416974
GTExV8.adipose_visceral	Alasoo_2018.macrophage_IFNg	0.3509617208543572
GTExV8.adrenal_gland	Alasoo_2018.macrophage_IFNg	0.3356770540368245
GTExV8.artery_aorta	Alasoo_2018.macrophage_IFNg	0.32671937656049027
GTExV8.artery_coronary	Alasoo_2018.macrophage_IFNg	0.33297991177083136
GTExV8.artery_tibial	Alasoo_2018.macrophage_IFNg	0.31890725279718296
GTExV8.blood	Alasoo_2018.macrophage_IFNg	0.358997861289337
GTExV8.brain_amygdala	Alasoo_2018.macrophage_IFNg	0.3081899109792285
GTExV8.brain_anterior_cingulate_cortex	Alasoo_2018.macrophage_IFNg	0.2955838472249851
GTExV8.brain_caudate	Alasoo_2018.macrophage_IFNg	0.30368467845500347
GTExV8.brain_cerebellar_hemisphere	Alasoo_2018.macrophage_IFNg	0.27827697643256877
GTExV8.brain_cerebellum	Alasoo_2018.macrophage_IFNg	0.28467654854225977
GTExV8.brain_cortex	Alasoo_2018.macrophage_IFNg	0.29419944378228047
GTExV8.brain_frontal_cortex	Alasoo_2018.macrophage_IFNg	0.28947315924913725
GTExV8.brain_hippocampus	Alasoo_2018.macrophage_IFNg	0.3122399479402891
GTExV8.brain_hypothalamus	Alasoo_2018.macrophage_IFNg	0.3131083202511774
GTExV8.brain_nucleus_accumbens	Alasoo_2018.macrophage_IFNg	0.29938888119771373
GTExV8.brain_putamen	Alasoo_2018.macrophage_IFNg	0.30180251403272984
GTExV8.brain_spinal_cord	Alasoo_2018.macrophage_IFNg	0.32633473305338934
GTExV8.brain_substantia_nigra	Alasoo_2018.macrophage_IFNg	0.3159057149558283
