Var1	Var2	sharing
Alasoo_2018.macrophage_IFNg	Alasoo_2018.macrophage_IFNg	1
Alasoo_2018.macrophage_IFNg+Salmonella	Alasoo_2018.macrophage_IFNg	0.8567410942560082
Alasoo_2018.macrophage_naive	Alasoo_2018.macrophage_IFNg	0.9196315389165892
Alasoo_2018.macrophage_Salmonella	Alasoo_2018.macrophage_IFNg	0.9056183624528948
BLUEPRINT_PE.T-cell	Alasoo_2018.macrophage_IFNg	0.3703872437357631
BLUEPRINT_SE.monocyte	Alasoo_2018.macrophage_IFNg	0.4031660231660232
BLUEPRINT_SE.neutrophil	Alasoo_2018.macrophage_IFNg	0.29973353635325467
BrainSeq.brain	Alasoo_2018.macrophage_IFNg	0.3075089392133492
FUSION.adipose_naive	Alasoo_2018.macrophage_IFNg	0.37131104727082787
FUSION.muscle_naive	Alasoo_2018.macrophage_IFNg	0.32798711304104217
GENCORD.fibroblast	Alasoo_2018.macrophage_IFNg	0.4989581087878135
GENCORD.LCL	Alasoo_2018.macrophage_IFNg	0.5248761904761905
GENCORD.T-cell	Alasoo_2018.macrophage_IFNg	0.4426336375488918
GEUVADIS.LCL	Alasoo_2018.macrophage_IFNg	0.4729233593391464
GTExV8.adipose_subcutaneous	Alasoo_2018.macrophage_IFNg	0.35789938217122685
GTExV8.adipose_visceral	Alasoo_2018.macrophage_IFNg	0.35355767409558686
GTExV8.adrenal_gland	Alasoo_2018.macrophage_IFNg	0.35441866205875094
GTExV8.artery_aorta	Alasoo_2018.macrophage_IFNg	0.3460032832428337
GTExV8.artery_coronary	Alasoo_2018.macrophage_IFNg	0.3508428562409243
GTExV8.artery_tibial	Alasoo_2018.macrophage_IFNg	0.3435046847303115
GTExV8.blood	Alasoo_2018.macrophage_IFNg	0.3994803735692718
GTExV8.brain_amygdala	Alasoo_2018.macrophage_IFNg	0.3096845384914968
GTExV8.brain_anterior_cingulate_cortex	Alasoo_2018.macrophage_IFNg	0.3078227963724147
GTExV8.brain_caudate	Alasoo_2018.macrophage_IFNg	0.3056887391473371
GTExV8.brain_cerebellar_hemisphere	Alasoo_2018.macrophage_IFNg	0.29379143294237636
GTExV8.brain_cerebellum	Alasoo_2018.macrophage_IFNg	0.2906378927324659
GTExV8.brain_cortex	Alasoo_2018.macrophage_IFNg	0.3033963244366517
GTExV8.brain_frontal_cortex	Alasoo_2018.macrophage_IFNg	0.3031866266161682
GTExV8.brain_hippocampus	Alasoo_2018.macrophage_IFNg	0.3070901798421529
GTExV8.brain_hypothalamus	Alasoo_2018.macrophage_IFNg	0.31284628269552894
GTExV8.brain_nucleus_accumbens	Alasoo_2018.macrophage_IFNg	0.303587618184173
GTExV8.brain_putamen	Alasoo_2018.macrophage_IFNg	0.30962099125364434
GTExV8.brain_spinal_cord	Alasoo_2018.macrophage_IFNg	0.3290633521466168
GTExV8.brain_substantia_nigra	Alasoo_2018.macrophage_IFNg	0.32353508715507817
GTExV8.breast	Alasoo_2018.macrophage_IFNg	0.3456253151790217
GTExV8.colon_sigmoid	Alasoo_2018.macrophage_IFNg	0.3386686519014827
GTExV8.colon_transverse	Alasoo_2018.macrophage_IFNg	0.3362209667294413
GTExV8.esophagus_gej	Alasoo_2018.macrophage_IFNg	0.33892805890060523
GTExV8.esophagus_mucosa	Alasoo_2018.macrophage_IFNg	0.32927905218048903
GTExV8.esophagus_muscularis	Alasoo_2018.macrophage_IFNg	0.3359940134696932
