Var1	Var2	sharing
Alasoo_2018.macrophage_IFNg	Alasoo_2018.macrophage_IFNg	1
Alasoo_2018.macrophage_IFNg+Salmonella	Alasoo_2018.macrophage_IFNg	0.8774479615716221
Alasoo_2018.macrophage_naive	Alasoo_2018.macrophage_IFNg	0.925383877159309
Alasoo_2018.macrophage_Salmonella	Alasoo_2018.macrophage_IFNg	0.9342023587833643
BLUEPRINT_PE.T-cell	Alasoo_2018.macrophage_IFNg	0.49264299148135854
BLUEPRINT_SE.monocyte	Alasoo_2018.macrophage_IFNg	0.4679189770284033
BLUEPRINT_SE.neutrophil	Alasoo_2018.macrophage_IFNg	0.32429043656673884
BrainSeq.brain	Alasoo_2018.macrophage_IFNg	0.41461941200161095
FUSION.adipose_naive	Alasoo_2018.macrophage_IFNg	0.5055881795794658
FUSION.muscle_naive	Alasoo_2018.macrophage_IFNg	0.4897463310331422
GENCORD.fibroblast	Alasoo_2018.macrophage_IFNg	0.5520169851380042
GENCORD.LCL	Alasoo_2018.macrophage_IFNg	0.6127327051252586
GENCORD.T-cell	Alasoo_2018.macrophage_IFNg	0.5514069264069265
GEUVADIS.LCL	Alasoo_2018.macrophage_IFNg	0.6774341878376825
GTExV8.adipose_subcutaneous	Alasoo_2018.macrophage_IFNg	0.4930662557781202
GTExV8.adipose_visceral	Alasoo_2018.macrophage_IFNg	0.5078004622496148
GTExV8.adrenal_gland	Alasoo_2018.macrophage_IFNg	0.49593265228906547
GTExV8.artery_aorta	Alasoo_2018.macrophage_IFNg	0.4822544964893719
GTExV8.artery_coronary	Alasoo_2018.macrophage_IFNg	0.49095806079261256
GTExV8.artery_tibial	Alasoo_2018.macrophage_IFNg	0.4798728813559322
GTExV8.blood	Alasoo_2018.macrophage_IFNg	0.46527415143603135
GTExV8.brain_amygdala	Alasoo_2018.macrophage_IFNg	0.42105263157894735
GTExV8.brain_anterior_cingulate_cortex	Alasoo_2018.macrophage_IFNg	0.4135623689204035
GTExV8.brain_caudate	Alasoo_2018.macrophage_IFNg	0.41515601783060924
GTExV8.brain_cerebellar_hemisphere	Alasoo_2018.macrophage_IFNg	0.3882202052091555
GTExV8.brain_cerebellum	Alasoo_2018.macrophage_IFNg	0.3872106708513142
GTExV8.brain_cortex	Alasoo_2018.macrophage_IFNg	0.4085583796664019
GTExV8.brain_frontal_cortex	Alasoo_2018.macrophage_IFNg	0.41500399042298486
GTExV8.brain_hippocampus	Alasoo_2018.macrophage_IFNg	0.4187245859367252
GTExV8.brain_hypothalamus	Alasoo_2018.macrophage_IFNg	0.4221254700178112
GTExV8.brain_nucleus_accumbens	Alasoo_2018.macrophage_IFNg	0.40907286082985905
GTExV8.brain_putamen	Alasoo_2018.macrophage_IFNg	0.417526796347757
GTExV8.brain_spinal_cord	Alasoo_2018.macrophage_IFNg	0.4462229162600039
GTExV8.brain_substantia_nigra	Alasoo_2018.macrophage_IFNg	0.4331851851851852
GTExV8.breast	Alasoo_2018.macrophage_IFNg	0.4865229110512129
GTExV8.colon_sigmoid	Alasoo_2018.macrophage_IFNg	0.46837249120136976
GTExV8.colon_transverse	Alasoo_2018.macrophage_IFNg	0.49727350999713
GTExV8.esophagus_gej	Alasoo_2018.macrophage_IFNg	0.46186926605504586
GTExV8.esophagus_mucosa	Alasoo_2018.macrophage_IFNg	0.5105359376503416
GTExV8.esophagus_muscularis	Alasoo_2018.macrophage_IFNg	0.4663801337153773
GTExV8.fibroblast	Alasoo_2018.macrophage_IFNg	0.5583099156965075
GTExV8.heart_atrial_appendage	Alasoo_2018.macrophage_IFNg	0.4757713420405073
GTExV8.heart_left_ventricle	Alasoo_2018.macrophage_IFNg	0.477981477981478
GTExV8.kidney_cortex	Alasoo_2018.macrophage_IFNg	0.47729632776361747
GTExV8.LCL	Alasoo_2018.macrophage_IFNg	0.6599006694018571
GTExV8.liver	Alasoo_2018.macrophage_IFNg	0.4863528292914884
GTExV8.lung	Alasoo_2018.macrophage_IFNg	0.4934014064155669
GTExV8.minor_salivary_gland	Alasoo_2018.macrophage_IFNg	0.4930348736670189
GTExV8.muscle	Alasoo_2018.macrophage_IFNg	0.4975195573363862
GTExV8.nerve_tibial	Alasoo_2018.macrophage_IFNg	0.45372481946028126
GTExV8.ovary	Alasoo_2018.macrophage_IFNg	0.4518637958835246
GTExV8.pancreas	Alasoo_2018.macrophage_IFNg	0.4834966232283839
GTExV8.pituitary	Alasoo_2018.macrophage_IFNg	0.4412515360620096
GTExV8.prostate	Alasoo_2018.macrophage_IFNg	0.45277830457045326
GTExV8.skin_not_sun_exposed	Alasoo_2018.macrophage_IFNg	0.48218230717510324
GTExV8.skin_sun_exposed	Alasoo_2018.macrophage_IFNg	0.4827254354730055
GTExV8.small_intestine	Alasoo_2018.macrophage_IFNg	0.4936793717678606
GTExV8.spleen	Alasoo_2018.macrophage_IFNg	0.4843705190708345
GTExV8.stomach	Alasoo_2018.macrophage_IFNg	0.49148651233977425
GTExV8.testis	Alasoo_2018.macrophage_IFNg	0.4551717629294073
GTExV8.thyroid	Alasoo_2018.macrophage_IFNg	0.46624952597648844
GTExV8.uterus	Alasoo_2018.macrophage_IFNg	0.46301789302459095
GTExV8.vagina	Alasoo_2018.macrophage_IFNg	0.4809871327059727
HipSci.iPSC	Alasoo_2018.macrophage_IFNg	0.6055697326084545
Lepik_2017.blood	Alasoo_2018.macrophage_IFNg	0.5886131069018071
Nedelec_2016.macrophage_Listeria	Alasoo_2018.macrophage_IFNg	0.5405564033337246
Nedelec_2016.macrophage_naive	Alasoo_2018.macrophage_IFNg	0.561682453766351
Nedelec_2016.macrophage_Salmonella	Alasoo_2018.macrophage_IFNg	0.5217184338926574
Quach_2016.monocyte_IAV	Alasoo_2018.macrophage_IFNg	0.42875770507349453
Quach_2016.monocyte_LPS	Alasoo_2018.macrophage_IFNg	0.48765138921871287
Quach_2016.monocyte_naive	Alasoo_2018.macrophage_IFNg	0.5088506018409252
Quach_2016.monocyte_Pam3CSK4	Alasoo_2018.macrophage_IFNg	0.49050106862977916
Quach_2016.monocyte_R848	Alasoo_2018.macrophage_IFNg	0.46253414083838024
ROSMAP.brain_naive	Alasoo_2018.macrophage_IFNg	0.40535334076852886
Schmiedel_2018.B-cell_naive	Alasoo_2018.macrophage_IFNg	0.30189540991093855
Schmiedel_2018.CD4_T-cell_anti-CD3-CD28	Alasoo_2018.macrophage_IFNg	0.3802047781569966
Schmiedel_2018.CD4_T-cell_naive	Alasoo_2018.macrophage_IFNg	0.3310140298847953
Schmiedel_2018.CD8_T-cell_anti-CD3-CD28	Alasoo_2018.macrophage_IFNg	0.3930438736076381
Schmiedel_2018.CD8_T-cell_naive	Alasoo_2018.macrophage_IFNg	0.3365636757496295
Schmiedel_2018.monocyte_CD16_naive	Alasoo_2018.macrophage_IFNg	0.34262630860264
Schmiedel_2018.monocyte_naive	Alasoo_2018.macrophage_IFNg	0.3587847064178425
Schmiedel_2018.NK-cell_naive	Alasoo_2018.macrophage_IFNg	0.327788538224906
Schmiedel_2018.Tfh_memory	Alasoo_2018.macrophage_IFNg	0.33671260963663285
Schmiedel_2018.Th1_memory	Alasoo_2018.macrophage_IFNg	0.33891547049441784
Schmiedel_2018.Th1-17_memory	Alasoo_2018.macrophage_IFNg	0.32948571428571427
Schmiedel_2018.Th17_memory	Alasoo_2018.macrophage_IFNg	0.34086500057058083
Schmiedel_2018.Th2_memory	Alasoo_2018.macrophage_IFNg	0.3299440191934194
